file	Number of variables	Number of clauses	Parse time (s)	Simplification time (s)	restarts	conflicts	decisions	propagations	conflict literals	Memory used (MB)	CPU time (s)	Satisfiability
flat75-1-out.txt	           225                                         |	             840                                         |	                   0.00	          0.00	1	14	37	589	101	11.00	0.006508	SATISFIABLE
flat75-10-out.txt	           225                                         |	             840                                         |	                   0.00	          0.00	1	3	25	190	18	11.00	0.006345	SATISFIABLE
flat75-100-out.txt	           225                                         |	             840                                         |	                   0.00	          0.00	1	11	28	569	71	11.00	0	SATISFIABLE
flat75-11-out.txt	           225                                         |	             840                                         |	                   0.00	          0.00	1	1	19	127	4	11.00	0.006349	SATISFIABLE
flat75-12-out.txt	           225                                         |	             840                                         |	                   0.00	          0.00	1	27	41	1171	185	11.00	0.006297	SATISFIABLE
flat75-13-out.txt	           225                                         |	             840                                         |	                   0.00	          0.00	1	1	14	124	6	11.00	0.006026	SATISFIABLE
flat75-14-out.txt	           225                                         |	             840                                         |	                   0.00	          0.00	1	15	33	499	83	11.00	0.006334	SATISFIABLE
flat75-15-out.txt	           225                                         |	             840                                         |	                   0.00	          0.00	1	13	34	628	82	11.00	0.007186	SATISFIABLE
flat75-16-out.txt	           225                                         |	             840                                         |	                   0.00	          0.00	1	51	70	1862	394	11.00	0.006444	SATISFIABLE
flat75-17-out.txt	           225                                         |	             840                                         |	                   0.00	          0.00	1	23	36	978	208	11.00	0.007602	SATISFIABLE
flat75-18-out.txt	           225                                         |	             840                                         |	                   0.00	          0.00	1	14	29	539	94	11.00	0.00363	SATISFIABLE
flat75-19-out.txt	           225                                         |	             840                                         |	                   0.00	          0.00	1	9	27	408	58	11.00	0.008087	SATISFIABLE
flat75-2-out.txt	           225                                         |	             840                                         |	                   0.00	          0.00	1	22	36	1007	150	11.00	0.00886	SATISFIABLE
flat75-20-out.txt	           225                                         |	             840                                         |	                   0.00	          0.00	1	16	40	628	140	11.00	0.007263	SATISFIABLE
flat75-21-out.txt	           225                                         |	             840                                         |	                   0.00	          0.00	1	11	30	543	103	11.00	0.006337	SATISFIABLE
flat75-22-out.txt	           225                                         |	             840                                         |	                   0.00	          0.00	1	7	33	349	35	11.00	0.006865	SATISFIABLE
flat75-23-out.txt	           225                                         |	             840                                         |	                   0.00	          0.00	1	4	27	253	26	11.00	0	SATISFIABLE
flat75-24-out.txt	           225                                         |	             840                                         |	                   0.00	          0.00	1	65	83	2665	477	11.00	0.009129	SATISFIABLE
flat75-25-out.txt	           225                                         |	             840                                         |	                   0.00	          0.00	1	29	47	1102	226	11.00	0.008702	SATISFIABLE
flat75-26-out.txt	           225                                         |	             840                                         |	                   0.00	          0.00	1	32	45	1476	245	11.00	0.007274	SATISFIABLE
flat75-27-out.txt	           225                                         |	             840                                         |	                   0.00	          0.00	1	20	30	794	178	11.00	0	SATISFIABLE
flat75-28-out.txt	           225                                         |	             840                                         |	                   0.00	          0.00	1	5	22	316	38	11.00	0.009076	SATISFIABLE
flat75-29-out.txt	           225                                         |	             840                                         |	                   0.00	          0.00	1	27	45	1226	246	11.00	0	SATISFIABLE
flat75-3-out.txt	           225                                         |	             840                                         |	                   0.00	          0.00	1	56	95	2170	412	11.00	0	SATISFIABLE
flat75-30-out.txt	           225                                         |	             840                                         |	                   0.00	          0.00	1	13	35	614	106	11.00	0.009131	SATISFIABLE
flat75-31-out.txt	           225                                         |	             840                                         |	                   0.00	          0.00	1	4	17	221	24	11.00	0.008725	SATISFIABLE
flat75-32-out.txt	           225                                         |	             840                                         |	                   0.00	          0.00	1	23	40	1183	203	11.00	0.004078	SATISFIABLE
flat75-33-out.txt	           225                                         |	             840                                         |	                   0.00	          0.00	1	61	80	2485	380	11.00	0.009165	SATISFIABLE
flat75-34-out.txt	           225                                         |	             840                                         |	                   0.00	          0.00	1	29	41	1234	202	11.00	0.008513	SATISFIABLE
flat75-35-out.txt	           225                                         |	             840                                         |	                   0.00	          0.00	1	31	55	1087	217	11.00	0.004145	SATISFIABLE
flat75-36-out.txt	           225                                         |	             840                                         |	                   0.00	          0.00	1	4	22	175	19	11.00	0.008787	SATISFIABLE
flat75-37-out.txt	           225                                         |	             840                                         |	                   0.00	          0.00	1	26	42	982	156	11.00	0.008198	SATISFIABLE
flat75-38-out.txt	           225                                         |	             840                                         |	                   0.00	          0.00	1	2	25	202	15	11.00	0.008584	SATISFIABLE
flat75-39-out.txt	           225                                         |	             840                                         |	                   0.00	          0.00	1	25	35	1151	191	11.00	0.009112	SATISFIABLE
