file	Number of variables	Number of clauses	Parse time (s)	Simplification time (s)	restarts	conflicts	decisions	propagations	conflict literals	Memory used (MB)	CPU time (s)	Satisfiability
uf250-077-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	85	23296	28704	1017242	314738	11.00	0.37132	SATISFIABLE
uf250-078-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	187	58430	72324	2618752	804353	11.00	0.989283	SATISFIABLE
uf250-079-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	142	48050	58998	2119902	673836	11.00	0.897533	SATISFIABLE
uf250-08-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	127	39606	48981	1769144	536408	11.00	0.608714	SATISFIABLE
uf250-080-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	252	78936	97300	3609918	1064754	11.00	1.35183	SATISFIABLE
uf250-081-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	251	78167	95575	3492960	1046887	11.00	1.22955	SATISFIABLE
uf250-082-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	255	94635	114987	4202525	1280991	11.00	2.01828	SATISFIABLE
uf250-083-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	190	61606	75331	2704518	849429	11.00	1.58877	SATISFIABLE
uf250-084-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	255	91865	112768	4100109	1295845	11.00	1.47195	SATISFIABLE
uf250-085-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	94	26038	32047	1183395	340635	11.00	0.331618	SATISFIABLE
uf250-086-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	522	232456	282394	10258714	3107956	11.00	4.3008	SATISFIABLE
uf250-087-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	468	171250	209639	7414728	2316386	11.00	2.62469	SATISFIABLE
uf250-088-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	15	2777	3599	120938	40776	11.00	0.035179	SATISFIABLE
uf250-089-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	127	39138	48217	1741610	530847	11.00	0.51646	SATISFIABLE
uf250-09-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	254	87146	105942	3920405	1133865	11.00	1.40919	SATISFIABLE
uf250-090-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	700	291215	351317	12743447	3696547	11.00	4.99699	SATISFIABLE
uf250-091-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	15	3064	3957	141022	44876	11.00	0.048023	SATISFIABLE
uf250-092-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	63	18343	22612	792412	247100	11.00	0.278774	SATISFIABLE
uf250-093-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	39	9264	11506	413904	122484	11.00	0.157938	SATISFIABLE
uf250-094-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	255	101920	123871	4578561	1367077	11.00	1.57763	SATISFIABLE
uf250-095-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	38	9123	11366	401187	128623	11.00	0.096799	SATISFIABLE
uf250-096-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	254	86364	105845	3805320	1178513	11.00	1.30626	SATISFIABLE
uf250-097-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	100	28013	34488	1232637	360666	11.00	0.547279	SATISFIABLE
uf250-098-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	45	10061	12523	440054	134262	11.00	0.189558	SATISFIABLE
uf250-099-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	619	260341	315008	11392141	3376661	11.00	4.37985	SATISFIABLE
