file	Number of variables	Number of clauses	Parse time (s)	Simplification time (s)	restarts	conflicts	decisions	propagations	conflict literals	Memory used (MB)	CPU time (s)	Satisfiability
uf250-01-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	126	38133	47155	1742355	530279	11.00	0.548549	SATISFIABLE
uf250-010-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	127	41163	50830	1843758	556993	11.00	0.683299	SATISFIABLE
uf250-0100-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	1022	457926	553019	20674493	6108926	11.00	6.98425	SATISFIABLE
uf250-011-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	427	157673	193114	6985193	2183004	11.00	2.49939	SATISFIABLE
uf250-012-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	254	84336	103067	3666306	1068604	11.00	1.13025	SATISFIABLE
uf250-013-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	190	63678	77884	2734548	824832	11.00	0.903821	SATISFIABLE
uf250-014-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	14	2350	2978	106693	32313	11.00	0.038488	SATISFIABLE
uf250-015-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	34	8419	10579	388953	116105	11.00	0.11756	SATISFIABLE
uf250-016-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	126	36109	44457	1592248	477561	11.00	0.522496	SATISFIABLE
uf250-017-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	143	48132	58459	2062310	611940	11.00	0.606908	SATISFIABLE
uf250-018-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	221	71220	86754	3210895	952413	11.00	1.00806	SATISFIABLE
uf250-019-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	254	85802	104603	3807579	1105546	11.00	1.26516	SATISFIABLE
uf250-02-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	1340	630543	759880	27486459	8100704	11.00	10.517	SATISFIABLE
uf250-020-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	299	112576	136158	4869962	1438479	11.00	1.92704	SATISFIABLE
uf250-021-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	108	29574	37065	1333242	422635	11.00	0.54642	SATISFIABLE
uf250-022-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	510	204098	248816	8989946	2697536	11.00	3.31999	SATISFIABLE
uf250-023-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	126	37782	46760	1662398	515430	11.00	0.533981	SATISFIABLE
uf250-024-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	1019	416002	505875	18328313	5540803	11.00	6.8336	SATISFIABLE
uf250-025-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	7	961	1265	41731	13203	11.00	0.015968	SATISFIABLE
uf250-026-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	605	256824	309442	11182389	3198278	11.00	3.57707	SATISFIABLE
uf250-027-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	228	73357	89894	3260517	979022	11.00	1.09027	SATISFIABLE
uf250-028-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	541	237123	287715	10888402	3132005	11.00	3.75808	SATISFIABLE
uf250-029-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	1450	670552	812679	29316473	9020439	11.00	10.805	SATISFIABLE
uf250-03-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	254	85931	105215	3821087	1145625	11.00	1.19492	SATISFIABLE
uf250-030-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	511	227734	275761	10086493	3061651	11.00	3.30911	SATISFIABLE
uf250-031-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	732	301656	366183	13385678	4163102	11.00	4.24543	SATISFIABLE
uf250-032-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	301	113344	138572	4979170	1547717	11.00	1.53724	SATISFIABLE
uf250-033-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	31	7017	8793	315855	97491	11.00	0.100646	SATISFIABLE
uf250-034-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	1021	428167	517425	18753946	5414326	11.00	11.0225	SATISFIABLE
uf250-035-out.txt	           250                                         |	            1065                                         |	                   0.01	          0.00	6	724	986	32269	10116	11.00	0.029121	SATISFIABLE
uf250-036-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	1019	414280	500918	17505678	5390533	11.00	15.7097	SATISFIABLE
uf250-037-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	41	9561	12095	431042	137035	11.00	0.223489	SATISFIABLE
uf250-038-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	1762	816716	988557	36388418	11110023	11.00	23.1874	SATISFIABLE
uf250-039-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	63	17370	21437	775744	239181	11.00	0.338057	SATISFIABLE
uf250-04-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	94	26661	33045	1229045	364439	11.00	0.636932	SATISFIABLE
uf250-040-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	254	88957	108425	3897662	1155405	11.00	2.07433	SATISFIABLE
uf250-041-out.txt	           250                                         |	            1065                                         |	                   0.01	          0.00	127	42821	52246	1821292	537472	11.00	0.940697	SATISFIABLE
uf250-042-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	126	35871	44401	1549380	490779	11.00	0.83855	SATISFIABLE
uf250-043-out.txt	           250                                         |	            1065                                         |	                   0.01	          0.00	797	340711	409340	15002004	4297495	11.00	13.9822	SATISFIABLE
uf250-044-out.txt	           250                                         |	            1065                                         |	                   0.01	          0.00	158	52762	64809	2390167	709822	11.00	3.791	SATISFIABLE
uf250-045-out.txt	           250                                         |	            1065                                         |	                   0.01	          0.00	127	43573	53137	1884727	562920	11.00	2.01775	SATISFIABLE
uf250-046-out.txt	           250                                         |	            1065                                         |	                   0.01	          0.00	63	18159	22257	805200	245152	11.00	0.817389	SATISFIABLE
uf250-047-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	829	351359	425620	15422852	4608213	11.00	13.429	SATISFIABLE
uf250-048-out.txt	           250                                         |	            1065                                         |	                   0.01	          0.00	765	315864	379696	13903553	4142962	11.00	11.5407	SATISFIABLE
uf250-049-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	53	12306	15497	543804	169208	11.00	0.240646	SATISFIABLE
uf250-05-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	255	96090	117712	4249573	1293967	11.00	2.05849	SATISFIABLE
uf250-050-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	77	21616	26338	967369	284501	11.00	0.324248	SATISFIABLE
uf250-051-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	254	89388	108405	3885285	1166914	11.00	1.71344	SATISFIABLE
uf250-052-out.txt	           250                                         |	            1065                                         |	                   0.01	          0.00	463	170290	205606	7282989	2086979	11.00	4.9261	SATISFIABLE
uf250-053-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	444	162414	196066	7163825	2047456	11.00	3.84605	SATISFIABLE
uf250-054-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	511	216179	261605	9497314	2890010	11.00	3.94727	SATISFIABLE
uf250-055-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	63	16839	20949	757854	232662	11.00	0.245629	SATISFIABLE
uf250-056-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	255	97635	119164	4344470	1324914	11.00	1.62473	SATISFIABLE
uf250-057-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	146	48539	59286	2139128	638513	11.00	0.907478	SATISFIABLE
uf250-058-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	190	62393	76994	2811268	849783	11.00	1.00113	SATISFIABLE
uf250-059-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	242	76039	92398	3262042	984176	11.00	1.1213	SATISFIABLE
uf250-06-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	127	39497	48217	1776816	547142	11.00	0.608601	SATISFIABLE
uf250-060-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	892	371165	448029	16065754	4940844	11.00	6.36084	SATISFIABLE
uf250-061-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	126	36256	44338	1585150	464756	11.00	0.518529	SATISFIABLE
uf250-062-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	168	54437	66561	2339428	697509	11.00	0.960632	SATISFIABLE
uf250-063-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	189	59866	73620	2615888	808126	11.00	0.973406	SATISFIABLE
uf250-064-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	63	18349	22710	807426	248224	11.00	0.263551	SATISFIABLE
uf250-065-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	236	75275	92387	3356754	1051985	11.00	1.2658	SATISFIABLE
uf250-066-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	443	161634	197949	7284909	2231253	11.00	3.0378	SATISFIABLE
uf250-067-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	511	205974	248684	8970512	2624618	11.00	3.623	SATISFIABLE
uf250-068-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	68	19779	24674	878229	269342	11.00	0.300413	SATISFIABLE
uf250-069-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	511	206032	251807	9165436	2801830	11.00	3.27758	SATISFIABLE
uf250-07-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	1023	502985	606147	22069477	6634454	11.00	8.97595	SATISFIABLE
uf250-070-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	187	58463	71747	2563717	773368	11.00	1.46293	SATISFIABLE
uf250-071-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	1023	494231	594546	22030449	6451237	11.00	9.92276	SATISFIABLE
uf250-072-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	46	10617	13294	476914	144882	11.00	0.135114	SATISFIABLE
uf250-073-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	509	189879	232806	8412987	2625176	11.00	3.24107	SATISFIABLE
uf250-074-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	145	48359	59173	2108997	650849	11.00	0.677007	SATISFIABLE
uf250-075-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	511	213369	256633	9494133	2726087	11.00	3.74058	SATISFIABLE
uf250-076-out.txt	           250                                         |	            1065                                         |	                   0.00	          0.00	766	324672	396000	14348849	4320953	11.00	6.19307	SATISFIABLE
