sec to solve	episode #	score
11.806389331817627	1	0.51875
9.905136346817017	2	0.5228070175438596
11.100762605667114	3	0.1681159420289855
10.744492769241333	4	0.5619469026548672
9.150668144226074	5	0.34101382488479265
9.8016676902771	6	0.22972972972972974
12.171523094177246	7	0.4005167958656331
8.487833738327026	8	0.40186915887850466
8.136821985244751	9	0.3709677419354839
9.033381462097168	10	0.4322916666666667
10.723695993423462	11	0.3691275167785235
7.221827268600464	12	0.315884476534296
7.931921482086182	13	0.2226148409893993
8.339759826660156	14	0.2273972602739726
8.22912049293518	15	0.5684210526315789
8.650372982025146	16	0.30742049469964666
9.274880170822144	17	0.5460526315789473
10.361636638641357	18	0.7088607594936709
8.131896257400513	19	0.3232758620689655
9.604384183883667	20	0.5725490196078431
12.38744592666626	21	0.7357142857142858
10.101945877075195	22	0.21542227662178703
11.065376281738281	23	0.7643979057591623
14.511919260025024	24	0.7159090909090909
9.945283889770508	25	0.6518771331058021
9.451870203018188	26	0.72
10.087805271148682	27	0.5902255639097744
12.655157327651978	28	0.9212121212121213
13.323917865753174	29	1.3025210084033614
12.588593244552612	30	0.47345132743362833
12.825575113296509	31	0.3235294117647059
9.37364935874939	32	0.2260061919504644
11.38956356048584	33	0.14354066985645933
11.59771990776062	34	0.1594488188976378
10.61612343788147	35	0.2589641434262948
11.708690404891968	36	0.13191489361702127
10.640619993209839	37	0.4
9.556136131286621	38	0.35135135135135137
9.738474130630493	39	0.36
9.94763994216919	40	0.19
11.727761507034302	41	0.5794392523364486
9.228038311004639	42	0.24107142857142858
10.454739332199097	43	0.3050314465408805
14.381712913513184	44	0.38271604938271603
9.104246616363525	45	0.09437229437229437
13.097874641418457	46	0.28095238095238095
10.857927799224854	47	0.447098976109215
11.45878005027771	48	0.17399267399267399
11.218741178512573	49	0.4188034188034188
11.15071177482605	50	0.3015463917525773
11.114269971847534	51	0.16619718309859155
13.649422883987427	52	0.5905172413793104
10.81464147567749	53	0.35714285714285715
13.166699647903442	54	2.9125
14.986156940460205	55	0.49122807017543857
11.590554475784302	56	0.37453183520599254
11.209075450897217	57	0.36693548387096775
10.295893669128418	58	0.5697211155378487
9.79187560081482	59	0.23961661341853036
12.032398223876953	60	0.24788732394366197
9.927870988845825	61	3.4745762711864407
12.851469993591309	62	0.390625
11.633235216140747	63	0.19473684210526315
8.635002374649048	64	0.2986577181208054
8.542770624160767	65	0.3992673992673993
9.564282417297363	66	0.32524271844660196
11.263660430908203	67	0.44285714285714284
11.032791137695312	68	1.2953586497890295
10.493513107299805	69	1.0097560975609756
14.805584907531738	70	2.553125
10.583468675613403	71	0.2328767123287671
11.855134725570679	72	0.3435114503816794
10.466355800628662	73	0.5221238938053098
10.408185720443726	74	0.43731778425655976
13.278974294662476	75	0.21666666666666667
11.056723356246948	76	0.41040462427745666
9.892483472824097	77	0.43010752688172044
9.875592708587646	78	0.3225806451612903
10.22288966178894	79	0.37579617834394907
9.011858701705933	80	0.275
10.806206703186035	81	0.2198952879581152
9.932671546936035	82	0.3836065573770492
9.926490783691406	83	0.3252788104089219
11.95682978630066	84	0.47101449275362317
10.970645904541016	85	0.75
8.081434488296509	86	0.46502057613168724
11.155361652374268	87	0.36789297658862874
11.785521984100342	88	0.2731829573934837
7.88191556930542	89	0.5925058548009368
11.068545579910278	90	0.8215613382899628
13.256657123565674	91	1.3717472118959109
11.82319188117981	92	0.5294117647058824
10.693557024002075	93	0.27125506072874495
14.008565187454224	94	0.23550724637681159
10.978698253631592	95	1.6701754385964913
12.699234247207642	96	0.4894366197183099
16.60810160636902	97	0.2536764705882353
10.731377124786377	98	0.6606334841628959
10.965543031692505	99	0.48128342245989303
11.373488664627075	100	0.3983739837398374

Minisat iters:	13089 
Gqsat iters:	29867 
Minisat iters/gqsat iters:	0.44
total_eval_time	1085.7745463848114
Results for	./data/SW100-8-3/test
median_relative_score:	0.3871157786885246
mean_relative_score:	0.5226844880147802
min_score:	0.09437229437229437
max_score:	3.4745762711864407
