sec to solve	episode #	score
0.3498687744140625	1	2.25
0.27788352966308594	2	0.9166666666666666
0.17363953590393066	3	1.4285714285714286
0.12431621551513672	4	1.875
0.12551212310791016	5	2.4285714285714284
0.25369787216186523	6	1.1666666666666667
0.16068816184997559	7	1.0
0.0939321517944336	8	2.5
0.16085362434387207	9	1.125
0.1833357810974121	10	1.7142857142857142
0.2073976993560791	11	1.6363636363636365
0.14257407188415527	12	3.2222222222222223
0.19884824752807617	13	1.0
0.1692357063293457	14	2.625
0.16451478004455566	15	2.8333333333333335
0.18784642219543457	16	1.7142857142857142
0.24425601959228516	17	1.1666666666666667
0.10936737060546875	18	2.1666666666666665
0.13577771186828613	19	1.4444444444444444
0.2143235206604004	20	1.2222222222222223
0.2370302677154541	21	1.1818181818181819
0.1145620346069336	22	3.6
0.1607344150543213	23	1.2857142857142858
0.21292877197265625	24	2.8181818181818183
0.12053537368774414	25	2.3
0.0868997573852539	26	2.2857142857142856
0.15362167358398438	27	1.9
0.08399748802185059	28	3.75
0.19607162475585938	29	1.875
0.19081544876098633	30	1.2222222222222223
0.30161190032958984	31	1.125
0.1333463191986084	32	1.5714285714285714
0.07750582695007324	33	4.25
0.14956998825073242	34	5.375
0.4272589683532715	35	2.1
0.444746732711792	36	1.6666666666666667
0.1188211441040039	37	2.6666666666666665
0.08566546440124512	38	4.75
0.11848902702331543	39	1.7777777777777777
0.17645668983459473	40	1.2727272727272727
0.20410895347595215	41	1.0833333333333333
0.22167086601257324	42	1.5
0.25162339210510254	43	2.6363636363636362
0.183302640914917	44	2.3
0.20753693580627441	45	1.9
0.2153620719909668	46	0.6923076923076923
0.30735301971435547	47	0.875
0.3878054618835449	48	0.8
0.23703622817993164	49	1.5833333333333333
0.1939840316772461	50	0.9090909090909091
0.15159130096435547	51	2.888888888888889
0.49858832359313965	52	1.1538461538461537
0.3324921131134033	53	2.3
0.1499614715576172	54	1.875
0.3300032615661621	55	0.95
0.23267841339111328	56	1.0
0.7506108283996582	57	0.6216216216216216
0.19675803184509277	58	2.0
0.28687405586242676	59	1.1428571428571428
0.1431102752685547	60	1.4285714285714286
0.201582670211792	61	1.0909090909090908
0.11191773414611816	62	2.6
0.2525920867919922	63	1.2857142857142858
0.13963103294372559	64	2.2
0.1766068935394287	65	3.3333333333333335
0.11059784889221191	66	3.4
0.1382277011871338	67	2.142857142857143
0.13689923286437988	68	1.625
0.24489855766296387	69	2.8333333333333335
0.09635519981384277	70	3.6
0.07467246055603027	71	3.3333333333333335
0.09259963035583496	72	2.6
0.12839102745056152	73	2.4
0.14842987060546875	74	2.3333333333333335
0.29665064811706543	75	1.1
0.15541338920593262	76	1.875
0.23100709915161133	77	1.4166666666666667
0.20728802680969238	78	0.6666666666666666
0.1650385856628418	79	2.6666666666666665
0.21914196014404297	80	1.1
0.23959064483642578	81	1.1538461538461537
0.14605188369750977	82	2.2857142857142856
0.15652775764465332	83	1.5714285714285714
0.15336179733276367	84	3.625
0.09131884574890137	85	2.142857142857143
0.20041322708129883	86	1.1818181818181819
0.12228989601135254	87	2.8333333333333335
0.26190876960754395	88	1.0
0.32834696769714355	89	2.125
0.12511539459228516	90	2.5
0.14462709426879883	91	2.625
0.2433338165283203	92	0.9166666666666666
0.11593294143676758	93	3.142857142857143
0.1313626766204834	94	4.166666666666667
0.156602144241333	95	2.6666666666666665
0.18058991432189941	96	1.0
0.106719970703125	97	1.4285714285714286
0.1318063735961914	98	2.0
0.1556088924407959	99	1.2
0.3370523452758789	100	0.7857142857142857

Minisat iters:	1658 
Gqsat iters:	950 
Minisat iters/gqsat iters:	1.75
total_eval_time	19.62225341796875
Results for	./data/flat50-115/test
median_relative_score:	1.875
mean_relative_score:	1.9780405307905304
min_score:	0.6216216216216216
max_score:	5.375
