file	Number of variables	Number of clauses	Parse time (s)	Simplification time (s)	restarts	conflicts	decisions	propagations	conflict literals	Memory used (MB)	CPU time (s)	Satisfiability
uf50-0919-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	46	74	636	164	11.00	0.005725	SATISFIABLE
uf50-0920-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	38	46	512	162	11.00	0	SATISFIABLE
uf50-0921-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	4	19	87	16	11.00	0.005781	SATISFIABLE
uf50-0922-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	13	27	249	64	11.00	0.004421	SATISFIABLE
uf50-0923-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	46	56	620	187	11.00	0.005179	SATISFIABLE
uf50-0924-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	8	17	151	30	11.00	0.005855	SATISFIABLE
uf50-0925-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	12	25	206	53	11.00	0.003629	SATISFIABLE
uf50-0926-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	33	59	479	129	11.00	0.000417	SATISFIABLE
uf50-0927-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	13	26	274	71	11.00	0.005169	SATISFIABLE
uf50-0928-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	35	59	499	131	11.00	0.004982	SATISFIABLE
uf50-0929-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	26	33	388	105	11.00	0.004561	SATISFIABLE
uf50-0930-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	14	24	232	73	11.00	0.005258	SATISFIABLE
uf50-0931-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	70	89	893	263	11.00	0.006456	SATISFIABLE
uf50-0932-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	34	46	546	160	11.00	0.005635	SATISFIABLE
uf50-0933-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	0	11	49	0	11.00	0.00595	SATISFIABLE
uf50-0934-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	17	35	294	96	11.00	0.004282	SATISFIABLE
uf50-0935-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	25	43	353	131	11.00	0.004422	SATISFIABLE
uf50-0936-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	7	19	131	32	11.00	0.002258	SATISFIABLE
uf50-0937-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	4	22	102	16	11.00	0.003036	SATISFIABLE
uf50-0938-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	11	26	161	58	11.00	0.00459	SATISFIABLE
uf50-0939-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	2	12	69	11	11.00	0.005664	SATISFIABLE
uf50-0940-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	46	60	650	179	11.00	0.008409	SATISFIABLE
uf50-0941-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	5	14	133	29	11.00	0.007838	SATISFIABLE
uf50-0942-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	37	53	542	135	11.00	0.005319	SATISFIABLE
uf50-0943-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	37	52	505	131	11.00	0.004902	SATISFIABLE
uf50-0944-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	58	71	902	201	11.00	0.005774	SATISFIABLE
uf50-0945-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	13	29	232	53	11.00	0.002871	SATISFIABLE
uf50-0946-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	85	103	1329	368	11.00	0.005438	SATISFIABLE
uf50-0947-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	11	26	226	53	11.00	0.004897	SATISFIABLE
uf50-0948-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	25	40	436	129	11.00	0.004791	SATISFIABLE
uf50-0949-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	15	31	245	70	11.00	0.003034	SATISFIABLE
uf50-0950-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	39	48	633	138	11.00	0	SATISFIABLE
uf50-0951-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	32	46	511	152	11.00	0.006133	SATISFIABLE
uf50-0952-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	22	37	319	101	11.00	0.005663	SATISFIABLE
uf50-0953-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	43	55	621	179	11.00	0.003078	SATISFIABLE
uf50-0954-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	18	35	314	72	11.00	0.006457	SATISFIABLE
uf50-0955-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	15	29	278	86	11.00	0.005285	SATISFIABLE
uf50-0956-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	4	16	98	17	11.00	0.005908	SATISFIABLE
uf50-0957-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	37	51	434	181	11.00	0	SATISFIABLE
uf50-0958-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	18	24	321	73	11.00	0.004534	SATISFIABLE
uf50-0959-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	13	25	231	54	11.00	0.004049	SATISFIABLE
uf50-0960-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	43	59	678	181	11.00	0.006907	SATISFIABLE
uf50-0961-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	3	17	83	12	11.00	0.005861	SATISFIABLE
uf50-0962-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	33	59	509	117	11.00	0	SATISFIABLE
uf50-0963-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	42	51	651	174	11.00	0.01038	SATISFIABLE
uf50-0964-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	12	30	182	56	11.00	0.006858	SATISFIABLE
uf50-0965-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	6	18	153	41	11.00	0.006104	SATISFIABLE
uf50-0966-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	7	20	102	32	11.00	0.005299	SATISFIABLE
uf50-0967-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	17	35	327	85	11.00	0.002618	SATISFIABLE
uf50-0968-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	34	65	554	155	11.00	0	SATISFIABLE
uf50-0969-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	16	36	274	77	11.00	0	SATISFIABLE
uf50-0970-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	6	17	111	33	11.00	0.004578	SATISFIABLE
uf50-0971-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	43	58	653	214	11.00	0.006462	SATISFIABLE
uf50-0972-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	45	54	731	160	11.00	0.002727	SATISFIABLE
uf50-0973-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	19	28	345	108	11.00	0.005357	SATISFIABLE
uf50-0974-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	51	64	704	164	11.00	0.005027	SATISFIABLE
uf50-0975-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	9	24	150	42	11.00	0.005263	SATISFIABLE
uf50-0976-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	38	53	634	195	11.00	0.002708	SATISFIABLE
uf50-0977-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	22	37	389	90	11.00	0.006613	SATISFIABLE
uf50-0978-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	7	15	149	44	11.00	0.004073	SATISFIABLE
uf50-0979-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	8	16	214	43	11.00	0.003898	SATISFIABLE
uf50-0980-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	42	52	559	189	11.00	0.004147	SATISFIABLE
uf50-0981-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	71	87	1023	287	11.00	0.004505	SATISFIABLE
uf50-0982-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	33	46	558	115	11.00	0.002918	SATISFIABLE
uf50-0983-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	9	28	171	44	11.00	0.004481	SATISFIABLE
uf50-0984-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	32	41	459	131	11.00	0.004105	SATISFIABLE
uf50-0985-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	43	55	605	230	11.00	0.00251	SATISFIABLE
uf50-0986-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	34	54	508	149	11.00	0.003358	SATISFIABLE
uf50-0987-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	41	52	599	189	11.00	0.004516	SATISFIABLE
uf50-0988-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	2	101	134	1484	485	11.00	0.006485	SATISFIABLE
uf50-0989-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	17	29	289	91	11.00	0.006403	SATISFIABLE
uf50-0990-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	12	26	218	50	11.00	0.005248	SATISFIABLE
uf50-0991-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	13	23	196	65	11.00	0.002263	SATISFIABLE
uf50-0992-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	4	14	83	15	11.00	0	SATISFIABLE
uf50-0993-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	40	49	562	195	11.00	0.004758	SATISFIABLE
uf50-0994-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	37	52	605	138	11.00	0.002672	SATISFIABLE
uf50-0995-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	9	21	165	41	11.00	0	SATISFIABLE
uf50-0996-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	57	71	833	237	11.00	0.00546	SATISFIABLE
uf50-0997-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	17	40	307	88	11.00	0	SATISFIABLE
uf50-0998-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	30	43	451	152	11.00	0.004668	SATISFIABLE
uf50-0999-out.txt	            50                                         |	             218                                         |	                   0.00	          0.00	1	11	32	185	60	11.00	0.005604	SATISFIABLE
